annual_usage,diameter,wall,length,num_bends,bend_radius,num_boss,num_bracket,other,spec_totals,type_totals,component_totals,revised_quantity,newCol,matl_SP-0008,matl_SP-0019,matl_SP-0028,matl_SP-0029,matl_SP-0030,matl_SP-0031,matl_SP-0032,matl_SP-0033,matl_SP-0034,matl_SP-0035,matl_SP-0036,matl_SP-0037,matl_SP-0038,matl_SP-0039,matl_SP-0041,matl_SP-0046,matl_SP-0048,ea_1x_N,ea_1x_Y,ea_2x_N,ea_2x_Y,ex_1x_N,ex_1x_Y,ex_2x_N,ex_2x_Y,weight,thickness,comp_length,compon_CP-001,compon_CP-002,compon_CP-003,compon_CP-004,compon_CP-005,compon_CP-006,compon_CP-007,compon_CP-008,compon_CP-009,compon_CP-010,compon_CP-011,compon_CP-012,compon_CP-014,compon_CP-015,compon_CP-018,compon_CP-019,compon_CP-020,compon_CP-022,compon_CP-024,compon_CP-025,compon_CP-026,compon_CP-027,compon_CP-028,compon_OTHER,id,num_days_supp_relationship,predicted_price
0,6.35,0.71,117.0,3,19.05,0,0,0,0,1,2.0,3.4594316186372973,2.100903977823088,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19915,518,2.156988188513076
0,19.05,1.65,41.0,2,50.8,0,0,0,0,2,4.0,5.672425341971495,1.7246206031125195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.035,0.0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20206,396,1.7549671449702313
0,9.52,1.65,17.0,2,19.05,0,0,0,0,2,4.0,2.584962500721156,3.1074643906312933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4661,488,2.64152435426125
0,6.35,0.71,170.0,3,19.05,0,0,0,0,1,2.0,7.971543553950772,1.6030527084651593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20904,468,1.6530993995549919
0,25.4,1.65,101.0,4,63.5,0,0,0,0,2,4.0,3.4594316186372973,2.5540417625759684,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.129,0.0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3526,396,2.3631526042051174
0,12.7,0.89,25.0,1,38.1,0,0,0,0,2,4.0,1.584962500721156,3.479375526617222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.032,0.0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10826,566,3.7445665927462883
1,15.88,1.65,306.0,11,50.8,0,0,0,0,3,5.0,3.4594316186372973,3.209483348463322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.044000000000000004,0.0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1847,334,3.055132454258002
0,6.35,0.71,86.0,4,19.05,0,0,0,0,1,2.0,3.4594316186372973,2.035835345740242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,518,2.0358353457402427
0,6.35,0.71,248.0,6,19.05,0,0,0,0,1,2.0,5.672425341971495,2.038768757549661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6317,447,2.026113932146906
0,6.35,0.71,152.0,6,25.4,0,0,0,0,1,2.0,3.4594316186372973,2.256836559165377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17477,468,2.244396495189823
0,9.52,1.24,60.0,4,25.4,0,0,0,0,2,4.0,1.584962500721156,3.521227117508713,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.019,0.0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19336,457,3.6428927305267567
0,12.7,0.89,34.0,2,38.1,0,0,0,0,1,2.0,5.672425341971495,1.0610089754469445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20328,566,1.3832132247320614
0,19.05,1.65,70.0,3,50.8,0,0,0,0,1,1.0,1.584962500721156,4.0156703701016685,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.075,0.0,28.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20255,396,3.7907581498329006
0,19.05,3.05,112.0,5,38.1,0,0,0,0,2,4.0,4.700439718141092,2.733733747833925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.035,0.0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10291,396,1.9306229882680657
0,12.7,1.65,49.0,1,38.1,0,0,0,0,2,4.0,4.700439718141092,1.3127956213967251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.032,0.0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20996,496,1.8507053975386296
0,9.52,0.71,61.0,3,31.75,0,0,0,0,2,4.0,2.584962500721156,3.148779604173172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20861,488,2.7022698934869873
0,9.52,1.65,87.0,2,31.75,0,0,0,0,2,4.0,1.0,4.4561682159887415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1774,457,4.469864213433713
0,19.05,1.65,172.0,4,50.8,0,0,0,0,3,3.0,2.584962500721156,3.3309245464338586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.035,0.0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,678,426,3.3309245464338484
0,25.4,2.41,75.0,2,63.5,0,0,0,0,3,3.0,5.672425341971495,2.8815707172494074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.129,0.0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20234,396,3.022256297931522
0,25.4,1.65,57.0,2,63.5,0,0,0,0,2,4.0,5.672425341971495,2.0001611395622008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.129,0.0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10751,396,1.7668409967105894
0,19.05,1.24,61.0,2,50.8,0,0,0,0,2,2.0,4.700439718141092,1.7957069358016484,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.035,0.0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20251,396,1.9247049241782104
0,6.35,0.71,115.0,3,25.4,0,0,0,0,1,2.0,6.658211482751795,1.4702904446192808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.025,0.0,23.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10947,468,1.5233303506430118
11,63.5,1.65,33.0,2,101.6,1,0,0,0,2,2.0,2.0,6.260392367216821,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.084,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5640,1188,5.904748202550309
0,9.52,1.24,28.0,2,19.05,0,0,0,0,2,5.0,3.4594316186372973,2.112088116579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8300,488,2.161696397935821
0,6.35,0.71,114.0,6,19.05,0,0,0,0,1,2.0,4.700439718141092,1.7294702285468193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3739,489,1.332085870036316
0,9.52,1.65,80.0,6,31.75,0,0,0,0,2,4.0,2.584962500721156,2.779463055213826,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7994,457,3.064884551976038
0,19.05,2.11,41.0,2,50.8,0,0,0,0,2,4.0,5.672425341971495,1.3682636272235926,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.083,0.0,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19764,396,2.8767705459689896
0,12.7,2.11,150.0,8,25.4,0,0,0,0,2,4.0,4.700439718141092,2.713682868275364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.036000000000000004,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8607,503,1.992684452215141
0,9.52,1.24,106.0,3,19.0,0,0,0,0,2,4.0,3.4594316186372973,2.0011640944893445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.019,0.0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10917,457,2.33785838826976
0,6.35,0.89,125.0,2,19.05,0,0,0,0,1,2.0,1.584962500721156,4.056043888900679,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.03,0.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8724,461,6.51810886949254
1,6.35,0.89,165.0,6,19.05,0,0,0,3,2,4.0,1.584962500721156,3.316090307548067,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.012,0.0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19897,1526,3.998558104147681
0,6.35,0.71,181.0,5,19.05,0,0,0,0,1,2.0,4.700439718141092,1.927107819824461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2830,482,1.8867845115942639
0,12.7,0.89,53.0,2,31.75,0,0,0,0,1,2.0,7.971543553950772,0.981931400220938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.013999999999999999,0.0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20485,566,1.2501308020529356
0,6.35,0.71,149.0,6,19.05,0,0,0,0,1,2.0,3.4594316186372973,2.249258674697665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20227,468,2.244396495189823
0,9.52,0.71,148.0,5,38.1,0,0,0,0,2,2.0,1.584962500721156,3.5868318566500443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.013999999999999999,0.0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18882,518,3.6349036741467544
0,9.52,0.89,27.0,2,19.05,0,0,0,0,2,4.0,1.0,4.8071336662646065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.036000000000000004,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8294,488,4.517562539098975
0,15.88,1.65,133.0,4,50.8,0,0,0,0,3,3.0,7.971543553950772,2.3891435993355694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.044000000000000004,0.0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2724,426,2.3734491166178677
0,12.7,1.65,35.0,2,38.1,0,0,0,0,2,4.0,4.700439718141092,1.708745779385802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.036000000000000004,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2319,518,1.9468729689865074
0,15.88,1.65,223.0,1,50.8,0,0,0,0,2,2.0,6.658211482751795,2.459425488666535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.10400000000000001,0.0,27.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6437,426,2.419332141603762
0,19.05,2.11,17.0,1,80.0,0,0,0,0,3,3.0,3.4594316186372973,2.6530786878539705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.129,0.0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2606,396,2.801234243334409
62,31.75,1.65,27.0,1,76.2,0,0,0,0,1,1.0,4.954196310386875,3.54995429426922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.336,19.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,1794,2.969260108872753
0,9.52,0.71,216.0,3,19.05,0,0,0,4,2,4.0,1.0,4.4501214336128125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.019,0.0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7221,457,2.871170279623309
1,9.52,1.65,161.0,4,31.75,0,0,0,8,1,2.0,1.0,5.426924673932238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.02,0.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7234,0,2.9028331451084384
1,6.35,0.89,116.0,6,19.05,0,0,0,0,3,3.0,4.321928094887364,3.1199836591858743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.016,0.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11506,884,2.298739730469086
0,9.52,1.24,123.0,7,31.75,0,0,0,0,2,4.0,5.672425341971495,1.8689590884008631,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1471,457,1.6927621254307812
0,6.35,0.71,243.0,7,19.05,0,0,0,0,1,2.0,7.971543553950772,1.965639053399256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1186,518,1.965639053399254
0,9.52,1.24,61.0,3,19.05,0,0,0,0,2,4.0,1.584962500721156,3.51351579737453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.019,0.0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19196,457,3.651953272657172
0,12.7,1.65,18.0,1,38.1,0,0,0,0,3,3.0,4.700439718141092,2.2793342789761897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.036000000000000004,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1478,518,2.3382834153358236
0,6.35,0.71,119.0,3,19.05,0,0,0,0,1,2.0,4.700439718141092,1.6587749227619284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18719,447,1.7047919364803232
0,15.88,1.65,153.0,2,50.8,0,0,0,0,1,2.0,5.672425341971495,2.41420889153783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.10400000000000001,0.0,27.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5195,426,2.4613196706988973
1,12.7,1.24,29.0,2,38.1,0,0,0,0,2,4.0,1.0,4.929399918095617,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.036000000000000004,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15300,818,4.508393632046647
0,6.35,0.71,189.0,4,19.05,0,0,0,0,1,2.0,3.4594316186372973,2.30717462854423,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,147,518,2.307174628544224
0,19.05,2.11,141.0,4,50.8,0,0,0,0,1,2.0,1.584962500721156,3.9878600637678234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.149,0.0,33.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10492,396,3.951836970233989
0,7.94,0.71,97.0,5,25.4,0,0,0,0,1,2.0,4.700439718141092,1.6964143935715834,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.01,0.0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18930,457,1.664991087655215
17,9.52,0.89,39.0,2,31.75,0,0,0,3,2,4.0,4.392317422778762,2.0533470110946648,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.019,0.0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19684,528,1.6754185473729126
1,9.52,0.89,75.0,5,19.0,0,0,0,0,2,4.0,3.4594316186372973,2.2348353762420095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20357,364,2.5012933211917665
0,6.35,0.71,49.0,1,25.4,0,0,0,0,1,2.0,7.971543553950772,0.9302122549250621,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4752,454,1.09849111194377
0,6.35,0.89,74.0,5,25.4,0,0,0,0,2,4.0,5.672425341971495,1.7294702285468193,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.012,0.0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19828,447,1.7173533802409089
0,6.35,0.71,137.0,8,19.05,0,0,0,0,1,2.0,3.4594316186372973,2.2593537011661216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,482,2.259353701166122
0,6.35,0.71,84.0,7,19.05,0,0,0,0,1,2.0,5.672425341971495,1.4961318741234355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1516,475,1.4624089031181142
0,25.4,1.65,84.0,3,50.8,0,0,0,0,2,4.0,5.672425341971495,2.5506205303629272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.129,0.0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19396,396,1.8480132108282425
0,19.05,2.11,50.0,2,50.8,0,0,0,0,2,4.0,1.0,4.417436789746524,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.083,0.0,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19766,396,4.415270714427391
0,9.52,1.24,25.0,2,19.05,0,0,0,0,2,4.0,1.0,4.373769994625622,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.019,0.0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10918,457,4.148342977713287
0,9.52,0.89,106.0,3,31.75,0,0,0,0,2,4.0,5.672425341971495,1.7050574182309062,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.015,0.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3443,488,1.6153301519843488
0,25.4,3.05,122.0,5,50.8,0,0,0,0,3,3.0,5.672425341971495,2.72768709799641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.129,0.0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3617,396,3.0053787313569806
0,6.35,0.71,82.0,5,25.4,0,0,0,0,2,4.0,4.700439718141092,1.6188208199252625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.012,0.0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18956,482,1.7023087486443156
0,19.05,2.11,169.0,4,50.8,0,0,0,0,2,4.0,2.584962500721156,2.9386999330126566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.035,0.0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6983,396,2.9328875337825355
0,15.88,0.89,93.0,3,38.1,0,0,0,0,1,2.0,4.700439718141092,1.693935417517471,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.023,0.0,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17493,426,1.7706964662867013
0,12.7,1.24,156.0,3,38.1,0,0,0,0,2,4.0,4.700439718141092,1.987058875989106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.032,0.0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21045,518,2.0539772230461786
0,12.7,1.24,67.0,8,25.4,0,0,0,0,3,3.0,2.584962500721156,3.0778232274439343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.036000000000000004,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4500,549,3.2217940885586884
0,19.05,2.41,48.0,4,38.1,0,0,0,0,3,3.0,1.0,4.8367904672844695,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.035,0.0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4881,396,4.831076285692784
0,25.4,3.05,97.0,4,50.8,0,0,0,0,3,3.0,4.700439718141092,4.002708835061943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0.129,0.0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20037,396,3.171079937182382
0,9.52,0.71,37.0,1,38.1,0,0,0,0,1,2.0,5.672425341971495,0.9614656893797968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.013999999999999999,0.0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19224,457,1.3817753549150218
0,25.4,2.41,77.0,2,50.8,0,0,0,0,3,3.0,1.584962500721156,4.139029504637294,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.129,0.0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20553,396,4.176190403657277
0,6.35,0.71,168.0,6,25.4,0,0,0,0,1,2.0,2.584962500721156,2.7706676965866968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.009000000000000001,0.0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20985,468,2.754543943559726
0,25.4,3.05,111.0,2,63.5,0,0,0,0,2,2.0,6.658211482751795,3.0716302581781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.225,0.0,38.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8848,396,2.448285883695288
